time,signal1,signal2
1250,2.95,-3.07
1251,-0.63,0.80
1252,2.08,2.66
1253,-0.93,0.63
1254,-0.53,-0.49
1255,0.16,1.76
1256,0.95,0.90
1257,2.05,2.07
1258,1.62,3.72
1259,-2.37,0.43
1260,0.91,1.00
1261,-8.06,0.14
1262,-0.82,-1.37
1263,-1.78,1.21
1264,-0.33,1.42
1265,3.78,-0.82
1266,0.17,-2.03
1267,0.92,1.06
1268,-1.76,-2.16
1269,2.81,2.16
1270,1.94,-3.02
1271,2.96,0.04
1272,0.66,0.71
1273,-2.37,-1.97
1274,1.45,1.38
1275,3.50,-1.80
1276,1.90,2.17
1277,-1.15,-0.10
1278,-1.07,2.12
1279,3.67,-0.78
1280,6.28,1.33
1281,-1.25,-2.02
1282,0.06,0.04
1283,-0.66,1.36
1284,-1.94,-0.07
1285,-0.93,-0.06
1286,1.70,-1.18
1287,-1.59,-0.25
1288,0.39,-1.76
1289,-0.10,-1.57
1290,1.36,0.52
1291,3.71,-3.92
1292,0.18,1.06
1293,0.07,-1.03
1294,0.63,-0.66
1295,-1.84,3.35
1296,-2.05,-1.31
1297,-0.79,-2.01
1298,-1.27,-3.94
1299,2.63,-2.83
1300,1.04,0.13
1301,0.20,-0.66
1302,2.37,-0.41
1303,-0.30,-1.04
1304,0.07,-2.33
1305,3.06,0.03
1306,4.80,1.01
1307,3.26,-1.44
1308,-0.40,1.36
1309,0.75,1.89
1310,1.34,-0.42
1311,-1.01,0.05
1312,-1.93,0.11
1313,2.61,-0.53
1314,1.73,2.27
1315,0.95,-1.78
1316,-2.88,-0.65
1317,4.31,-4.00
1318,-2.99,-1.76
1319,5.41,2.18
1320,-2.41,2.84
1321,1.16,-0.47
1322,-2.12,1.55
1323,-0.36,-2.30
1324,-2.62,-3.84
1325,-1.14,-1.33
1326,-1.15,-1.50
1327,2.58,0.24
1328,-1.69,4.07
1329,0.53,-3.30
1330,-2.37,-1.70
1331,-2.57,-1.00
1332,-0.57,0.76
1333,0.94,0.79
1334,0.21,-2.05
1335,1.63,-4.22
1336,1.80,-0.09
1337,2.93,0.90
1338,3.26,-1.96
1339,-1.45,2.44
1340,-1.13,-1.42
1341,5.60,-2.87
1342,-0.74,1.93
1343,0.52,0.62
1344,1.42,-3.24
1345,-1.06,1.19
1346,0.12,0.81
1347,-3.17,1.07
1348,0.13,2.24
1349,-1.93,1.18
1350,0.34,2.04
1351,-2.91,1.84
1352,3.94,-0.68
1353,-0.40,2.30
1354,3.03,0.83
1355,0.29,3.95
1356,-2.48,1.55
1357,-2.96,0.50
1358,5.39,0.56
1359,3.84,1.94
1360,-0.59,2.52
1361,1.08,1.77
1362,-0.77,-1.22
1363,-1.15,-1.02
1364,-2.23,-3.84
1365,2.28,-0.78
1366,0.65,-0.21
1367,-0.10,0.69
1368,0.75,-0.49
1369,-2.77,-2.68
1370,-3.94,-0.68
1371,0.98,0.80
1372,0.62,-1.18
1373,-1.99,0.84
1374,-1.50,0.39
1375,0.77,-0.84
1376,-2.96,0.60
1377,2.36,0.29
1378,0.76,1.10
1379,0.78,-0.89
1380,1.98,2.29
1381,-1.83,2.11
1382,0.06,-0.95
1383,0.13,0.59
1384,2.99,-2.28
1385,1.14,-0.23
1386,0.48,2.71
1387,5.17,-2.99
1388,-0.17,0.67
1389,3.13,0.47
1390,0.05,-2.58
1391,-0.09,1.31
1392,-1.30,0.54
1393,2.33,0.94
1394,2.96,4.24
1395,-1.32,0.40
1396,1.71,-0.09
1397,0.55,3.16
1398,1.62,0.59
1399,1.55,-1.11
1400,-0.91,-3.46
1401,2.24,-0.58
1402,0.61,-0.76
1403,3.60,-0.60
1404,-4.22,-4.54
1405,1.10,1.36
1406,-2.97,-0.32
1407,-2.45,-0.69
1408,-0.40,-2.72
1409,0.45,-1.37
1410,0.77,1.53
1411,2.27,0.57
1412,4.67,-0.68
1413,-3.97,-1.44
1414,-3.13,1.54
1415,-3.58,-1.67
1416,0.30,4.02
1417,-1.59,0.92
1418,0.40,2.28
1419,-1.91,-2.80
1420,1.77,-0.28
1421,-2.91,-0.06
1422,-0.24,5.15
1423,-2.07,2.42
1424,0.11,1.78
1425,0.90,-1.61
1426,-0.41,-0.34
1427,0.36,-1.11
1428,-1.25,-0.99
1429,0.06,-0.06
1430,0.55,0.73
1431,-0.87,-0.54
1432,1.01,1.65
1433,-0.47,2.11
1434,3.89,3.29
1435,0.57,-0.93
1436,-4.00,1.80
1437,-2.66,2.34
1438,0.20,2.43
1439,-1.34,-2.60
1440,0.30,1.77
1441,1.84,-3.49
1442,0.21,2.42
1443,-0.03,2.41
1444,-1.09,-1.69
1445,-4.59,0.11
1446,0.24,-1.24
1447,1.01,-4.91
1448,1.17,-0.47
1449,1.48,-1.23
1450,1.81,-1.72
1451,0.18,1.77
1452,-1.01,3.21
1453,-2.86,0.85
1454,0.24,-0.92
1455,3.71,0.09
1456,-0.62,1.52
1457,0.97,-0.43
1458,5.21,-0.48
1459,1.37,-4.35
1460,-4.21,4.08
1461,-0.19,0.51
1462,-2.84,-2.25
1463,-0.81,0.74
1464,0.93,2.05
1465,1.45,0.12
1466,-0.97,-0.31
1467,0.43,-0.92
1468,0.23,-1.59
1469,-2.36,2.44
1470,-2.10,-2.90
1471,0.76,-0.59
1472,-1.83,-3.22
1473,2.92,0.51
1474,2.26,-1.21
1475,1.96,4.80
1476,-3.11,-0.72
1477,0.85,-4.74
1478,-4.42,-0.92
1479,0.93,-0.39
1480,-3.99,-0.34
1481,-1.87,-0.60
1482,3.38,2.00
1483,0.97,1.24
1484,-3.48,-1.71
1485,2.52,-0.39
1486,-1.30,-5.97
1487,0.27,-0.79
1488,0.60,1.71
1489,-0.43,-1.53
1490,-3.76,-2.51
1491,-0.13,-0.05
1492,-0.45,-2.78
1493,3.61,-0.96
1494,-2.59,-1.28
1495,2.18,0.81
1496,0.46,-0.02
1497,-6.69,-5.19
1498,2.56,0.55
1499,-2.03,-1.43
1500,-5.96,-2.55
1501,0.35,-1.34
1502,-3.23,-2.89
1503,0.38,-1.92
1504,4.05,-0.23
1505,2.36,-0.22
1506,2.70,-0.72
1507,-3.44,-3.76
1508,2.29,-0.31
1509,-2.47,1.50
1510,-1.78,-1.25
1511,-4.41,-2.13
1512,1.15,1.68
1513,1.81,-4.76
1514,2.15,-0.69
1515,-2.72,1.87
1516,-4.08,-1.67
1517,2.47,-5.85
1518,-0.17,2.58
1519,-3.00,-3.92
1520,2.25,-0.52
1521,-0.75,-1.29
1522,3.24,1.83
1523,-2.18,1.15
1524,-0.57,0.39
1525,-1.17,1.44
1526,0.75,-2.96
1527,4.78,3.75
1528,-1.72,2.56
1529,-0.67,0.29
1530,-2.66,-0.52
1531,-1.75,1.37
1532,3.33,-0.60
1533,-1.79,-1.35
1534,-0.47,-2.25
1535,1.04,3.53
1536,0.73,0.57
1537,3.28,1.58
1538,1.71,1.04
1539,1.63,0.61
1540,1.81,1.63
1541,-6.26,4.61
1542,0.01,-2.07
1543,2.71,2.59
1544,0.88,-0.81
1545,-3.89,1.47
1546,-1.26,1.29
1547,-1.63,4.36
1548,-1.63,3.94
1549,3.75,-0.57
1550,0.58,-1.08
1551,-3.21,2.18
1552,2.58,-3.34
1553,-0.89,1.06
1554,2.36,2.03
1555,0.80,-1.32
1556,-0.94,1.60
1557,-1.88,2.73
1558,-3.21,-0.20
1559,-1.84,1.47
1560,1.50,-0.65
1561,1.04,-1.10
1562,-0.31,0.93
1563,1.27,-3.32
1564,-1.46,-0.56
1565,-2.75,0.20
1566,-1.58,-3.63
1567,2.34,0.09
1568,2.65,-0.40
1569,-1.05,2.64
1570,-4.19,-1.01
1571,-0.23,1.35
1572,-0.23,-0.02
1573,0.27,2.96
1574,-2.18,-0.78
1575,-1.71,1.25
1576,0.89,-0.41
1577,-0.94,-2.98
1578,3.05,0.92
1579,3.31,0.69
1580,-4.01,0.05
1581,-1.65,-0.85
1582,-2.57,0.98
1583,2.37,-2.48
1584,-1.99,-0.58
1585,1.16,0.59
1586,1.40,-1.06
1587,2.11,-0.57
1588,-3.24,1.29
1589,-0.09,0.08
1590,2.79,-0.62
1591,-2.71,1.98
1592,1.21,1.47
1593,3.06,0.90
1594,-2.53,-0.45
1595,2.60,2.69
1596,4.65,-3.46
1597,-2.44,-0.99
1598,-0.30,-1.14
1599,-2.42,-3.65
1600,-0.38,1.59
1601,0.95,-0.64
1602,-6.44,6.67
1603,-2.77,-1.70
1604,0.31,-1.41
1605,2.02,-0.40
1606,-3.67,1.87
1607,-0.99,0.01
1608,-2.22,-1.39
1609,-2.01,0.74
1610,-0.56,3.96
1611,-2.11,-0.34
1612,-0.36,0.83
1613,-0.67,5.15
1614,-1.02,-4.08
1615,-1.71,-1.51
1616,-0.40,1.08
1617,-1.66,-2.34
1618,4.95,0.20
1619,2.93,1.75
1620,-4.68,-0.72
1621,0.55,-0.25
1622,1.40,-0.69
1623,-1.93,0.25
1624,-0.25,-2.12
1625,0.12,1.75
1626,-2.30,1.84
1627,0.11,-2.96
1628,3.15,0.31
1629,-0.50,-1.23
1630,-2.33,0.05
1631,2.10,2.08
1632,0.88,-1.14
1633,-0.12,-2.21
1634,1.87,2.93
1635,1.04,-2.32
1636,2.81,0.84
1637,2.24,-2.18
1638,1.56,-0.70
1639,-0.81,0.37
1640,-2.58,-1.82
1641,3.78,0.23
1642,2.59,-0.42
1643,2.47,2.37
1644,0.77,3.05
1645,1.09,3.71
1646,-1.82,-2.67
1647,3.09,1.82
1648,1.64,-0.09
1649,-0.34,0.74
1650,2.77,-1.42
1651,-0.83,0.42
1652,-0.35,1.19
1653,-4.81,-0.82
1654,-2.73,-2.82
1655,-0.23,-0.48
1656,0.01,-3.37
1657,1.66,0.50
1658,-2.61,2.03
1659,-0.09,3.18
1660,1.92,3.15
1661,-3.29,-2.87
1662,-0.13,-0.03
1663,-0.56,0.73
1664,-1.93,1.61
1665,3.26,0.49
1666,-1.73,1.69
1667,-1.35,2.29
1668,3.68,-1.38
1669,-3.74,-0.95
1670,1.30,3.18
1671,-0.47,1.46
1672,-1.73,0.36
1673,1.60,-0.65
1674,0.92,-4.05
1675,-1.14,2.49
1676,-0.05,4.72
1677,6.81,-0.54
1678,2.17,4.50
1679,-1.45,1.73
1680,-2.04,1.53
1681,-0.28,1.00
1682,-2.34,-3.20
1683,-1.08,-0.44
1684,0.49,0.31
1685,1.28,-0.31
1686,0.69,-2.08
1687,3.24,2.25
1688,-1.98,1.49
1689,-1.15,1.91
1690,-2.80,-1.54
1691,-5.37,1.29
1692,-1.29,1.60
1693,-4.93,1.44
1694,4.97,2.46
1695,-0.90,-0.55
1696,-1.45,-3.16
1697,3.22,-3.48
1698,-1.10,5.05
1699,-1.38,2.47
1700,0.89,-0.87
1701,-1.23,0.82
1702,-2.79,0.46
1703,2.12,1.62
1704,-0.21,-0.78
1705,-2.00,0.31
1706,-1.33,-0.09
1707,-2.12,-0.80
1708,2.47,-1.50
1709,1.87,-2.58
1710,4.30,-1.53
1711,-0.11,0.76
1712,0.93,3.29
1713,-1.84,2.90
1714,-2.05,1.41
1715,-3.01,2.18
1716,-1.06,0.18
1717,0.87,-2.00
1718,-2.88,1.20
1719,-1.47,3.26
1720,-1.12,1.01
1721,0.71,-3.00
1722,2.43,-1.05
1723,1.79,-0.42
1724,3.01,-2.41
1725,1.05,3.67
1726,-2.29,-0.36
1727,-1.75,2.97
1728,-1.33,1.81
1729,-1.35,0.09
1730,2.75,-2.58
1731,-0.08,-0.11
1732,1.40,0.50
1733,-3.90,3.09
1734,1.34,-1.59
1735,3.89,1.14
1736,-1.14,3.78
1737,4.16,1.46
1738,-0.05,2.01
1739,-1.67,0.36
1740,1.91,1.82
1741,-1.61,-4.89
1742,1.97,0.11
1743,-1.81,-2.93
1744,0.54,3.00
1745,-2.61,-0.70
1746,-1.72,4.13
1747,-0.62,-0.45
1748,0.46,0.82
1749,1.23,2.74
1750,3.85,-3.40
1751,1.23,0.06
1752,-4.47,0.73
1753,-0.28,-1.27
1754,0.62,0.94
1755,3.64,1.21
1756,0.64,-1.04
1757,1.73,-1.66
1758,-1.31,-0.05
1759,-0.03,3.78
1760,0.58,3.82
1761,1.02,3.44
1762,1.93,-0.31
1763,5.32,-0.56
1764,-0.35,-2.54
1765,-1.95,0.78
1766,-4.18,-0.63
1767,-1.54,-0.99
1768,0.24,1.54
1769,0.41,-0.74
1770,0.74,-0.20
1771,-2.19,-1.09
1772,-1.77,1.36
1773,-2.96,-1.66
1774,-0.71,1.90
1775,2.59,-1.23
1776,3.33,3.62
1777,0.87,-1.35
1778,0.92,-1.54
1779,4.58,1.45
1780,2.35,-5.03
1781,-0.45,1.50
1782,-0.49,3.32
1783,0.85,-2.12
1784,0.93,1.29
1785,-1.34,-1.28
1786,-1.31,0.16
1787,-2.01,3.72
1788,-0.10,0.38
1789,-0.73,-1.19
1790,2.31,0.37
1791,-2.78,3.11
1792,0.14,0.88
1793,3.45,-3.06
1794,1.72,-3.53
1795,3.22,-1.02
1796,0.29,-0.98
1797,3.73,-0.88
1798,0.50,0.87
1799,-0.88,-1.86
1800,1.03,0.14
1801,-3.01,2.46
1802,1.48,1.84
1803,-1.73,-2.32
1804,-1.59,2.75
1805,2.87,-2.16
1806,-3.11,-0.39
1807,-2.96,-1.74
1808,0.10,2.80
1809,-0.95,-0.22
1810,-3.37,2.27
1811,-0.67,-0.91
1812,-2.18,0.56
1813,-0.18,1.18
1814,-4.37,1.67
1815,-0.68,4.70
1816,2.36,-0.57
1817,-0.36,-1.48
1818,-2.04,3.89
1819,-1.84,1.01
1820,1.19,2.17
1821,1.00,-2.02
1822,1.62,1.78
1823,1.45,0.26
1824,-1.76,3.23
1825,2.90,0.70
1826,-2.35,0.35
1827,0.53,0.54
1828,0.73,-0.48
1829,-1.68,-1.17
1830,-0.53,-0.48
1831,1.71,1.79
1832,-0.37,-1.66
1833,-1.86,3.23
1834,-2.37,-0.09
1835,0.05,-1.95
1836,-0.75,0.06
1837,-2.87,1.58
1838,-2.13,-0.31
1839,-3.83,-1.56
1840,-0.39,-1.39
1841,2.44,3.18
1842,3.04,3.44
1843,3.06,2.08
1844,-1.85,-0.35
1845,-2.30,0.95
1846,4.48,-2.60
1847,-0.64,0.63
1848,-0.85,-0.46
1849,-1.05,-0.63
1850,-3.40,0.86
1851,-2.12,2.89
1852,0.61,-0.50
1853,0.25,4.12
1854,-0.48,0.53
1855,-0.82,0.26
1856,-0.37,2.35
1857,-3.89,0.96
1858,-1.56,3.80
1859,-2.64,2.00
1860,-0.45,4.19
1861,1.20,-0.61
1862,-0.14,1.43
1863,-4.20,-3.94
1864,0.43,-0.07
1865,3.08,-4.74
1866,-0.31,-0.98
1867,0.50,0.16
1868,-0.69,-3.67
1869,-3.86,-0.22
1870,3.67,-0.22
1871,-2.11,1.17
1872,3.68,0.90
1873,-3.18,-2.88
1874,-0.85,-4.72
1875,0.23,-0.17
1876,-2.20,-1.83
1877,-0.72,-1.74
1878,4.47,1.71
1879,-3.40,0.88
1880,1.10,-0.53
1881,-4.24,1.76
1882,2.40,-0.25
1883,2.79,-3.81
1884,-2.49,0.11
1885,-1.26,0.24
1886,2.48,-0.73
1887,0.49,0.45
1888,0.25,-2.98
1889,0.20,2.00
1890,1.15,0.53
1891,-2.13,-2.19
1892,0.48,-5.25
1893,2.63,0.85
1894,0.84,-0.51
1895,-1.53,-3.24
1896,-3.71,-0.35
1897,0.84,3.02
1898,-5.23,-0.58
1899,-4.43,1.42
1900,-0.81,0.60
1901,1.74,0.85
1902,-0.57,-2.18
1903,-1.71,1.17
1904,-0.87,2.99
1905,-0.29,-1.23
1906,0.86,-2.07
1907,3.37,-1.63
1908,-0.64,-0.62
1909,0.65,-2.63
1910,-3.00,-1.06
1911,1.76,2.10
1912,-2.95,1.30
1913,-2.30,-2.36
1914,0.08,-2.09
1915,-2.71,-0.92
1916,3.81,0.10
1917,0.72,-3.39
1918,2.59,-1.11
1919,-1.37,-0.18
1920,-1.15,-3.51
1921,-1.03,3.76
1922,2.47,2.55
1923,-1.61,-1.71
1924,-1.68,0.42
1925,-0.55,-2.85
1926,2.36,2.04
1927,-1.63,3.13
1928,4.03,-0.35
1929,0.45,-1.40
1930,-1.62,2.04
1931,-1.95,-0.42
1932,1.10,-2.54
1933,0.97,1.05
1934,-0.59,-2.73
1935,0.45,-0.19
1936,-0.27,-3.57
1937,-0.10,-1.52
1938,-0.44,-1.18
1939,2.11,0.20
1940,-0.25,-1.50
1941,2.72,2.79
1942,1.98,0.24
1943,0.16,-1.16
1944,3.91,-2.58
1945,0.24,2.18
1946,3.39,-0.63
1947,-1.53,1.18
1948,-0.96,-1.92
1949,-3.65,1.67
1950,0.09,-0.28
1951,0.07,-0.75
1952,1.03,-0.35
1953,4.96,-2.74
1954,-2.34,-1.78
1955,2.89,-0.91
1956,0.15,2.87
1957,-0.21,0.73
1958,1.48,1.78
1959,-5.76,-0.07
1960,-2.95,0.43
1961,0.75,2.53
1962,-1.49,2.38
1963,2.30,3.06
1964,2.14,2.16
1965,-0.63,0.82
1966,-0.62,-2.33
1967,0.01,3.66
1968,2.24,-1.32
1969,-1.29,-1.22
1970,0.64,-0.52
1971,-0.95,-2.46
1972,0.98,-1.10
1973,0.18,-1.69
1974,-5.93,1.18
1975,0.98,-0.86
1976,1.19,0.69
1977,5.29,-3.14
1978,2.03,1.07
1979,3.39,1.32
1980,-3.45,-1.13
1981,-2.90,-1.78
1982,-0.88,2.29
1983,-0.52,-0.92
1984,-3.44,-0.23
1985,2.66,2.92
1986,2.11,-2.76
1987,1.58,1.12
1988,-0.72,1.44
1989,-0.19,2.16
1990,-0.05,-2.70
1991,0.30,2.60
1992,3.25,1.56
1993,0.10,1.47
1994,0.87,3.04
1995,-0.83,2.25
1996,0.07,-1.14
1997,3.20,3.20
1998,-1.54,-2.02
1999,2.24,-4.23
2000,0.68,-3.17
2001,0.23,-0.55
2002,2.91,-2.93
2003,0.62,-3.23
2004,2.27,-0.60
2005,-2.12,0.56
2006,0.32,1.18
2007,0.20,-0.64
2008,-1.81,-0.28
2009,0.80,1.02
2010,-0.65,0.99
2011,-1.54,2.75
2012,-0.99,-1.81
2013,-0.01,0.36
2014,-0.17,-1.85
2015,3.91,-3.44
2016,2.47,-1.02
2017,0.38,1.39
2018,-0.36,-0.01
2019,-0.55,1.40
2020,-0.55,3.14
2021,-2.19,-0.48
2022,-1.17,-1.61
2023,0.35,-0.30
2024,1.61,2.21
2025,-1.73,-2.64
2026,0.81,-3.29
2027,1.38,0.24
2028,1.38,-3.06
2029,-3.40,-3.00
2030,2.55,-2.84
2031,0.19,1.78
2032,-2.77,-0.36
2033,0.52,-0.96
2034,1.18,1.70
2035,1.15,-0.52
2036,1.01,0.19
2037,-0.86,-3.78
2038,-0.57,-1.50
2039,1.69,-2.15
2040,1.72,-0.96
2041,1.61,1.25
2042,1.54,0.14
2043,0.31,-0.89
2044,1.64,0.44
2045,0.13,0.75
2046,0.19,-2.62
2047,2.05,0.53
2048,2.37,0.26
2049,-2.80,0.24
2050,-3.62,3.37
2051,-3.04,1.44
2052,3.84,1.47
2053,-3.64,-2.58
2054,1.26,-4.31
2055,0.93,-1.55
2056,-0.28,-1.05
2057,-0.48,-2.00
2058,2.29,1.26
2059,5.77,3.15
2060,1.88,-0.81
2061,4.36,-3.40
2062,1.70,-0.80
2063,1.99,-0.72
2064,0.56,1.22
2065,-1.23,0.24
2066,1.67,2.97
2067,-1.17,-0.06
2068,-2.28,-1.56
2069,-0.28,0.66
2070,0.13,0.75
2071,-1.93,0.49
2072,-0.40,0.45
2073,-3.84,4.24
2074,0.72,0.65
2075,1.82,-2.26
2076,2.79,5.42
2077,2.46,-2.09
2078,-4.77,1.70
2079,-2.06,-4.49
2080,4.06,-1.20
2081,-0.12,-1.45
2082,1.51,-1.76
2083,-2.18,-1.05
2084,-2.57,0.32
2085,0.65,-1.16
2086,1.93,-0.41
2087,-1.05,1.57
2088,-1.03,-2.40
2089,2.20,-2.09
2090,4.26,-0.80
2091,1.99,0.31
2092,-0.02,-2.75
2093,1.92,3.22
2094,1.21,-0.59
2095,1.10,0.77
2096,-0.42,-1.02
2097,-0.49,0.30
2098,3.72,-0.04
2099,1.41,-0.83
2100,-3.24,-2.72
2101,-1.69,-1.26
2102,4.31,-1.31
2103,-2.20,-0.69
2104,-1.93,0.38
2105,0.08,-0.07
2106,0.80,1.79
2107,0.49,-0.07
2108,-1.95,-1.09
2109,1.40,0.89
2110,-1.18,-5.44
2111,0.29,-2.95
2112,1.21,-2.10
2113,-0.84,0.16
2114,-1.81,-0.28
2115,1.89,-2.61
2116,0.49,3.14
2117,0.85,-1.79
2118,-0.44,-2.36
2119,-2.32,0.53
2120,-1.75,-1.30
2121,-3.15,-1.30
2122,-0.08,-0.90
2123,-3.87,-1.22
2124,5.36,3.59
2125,3.25,-3.25
2126,-4.32,2.08
2127,1.75,2.09
2128,1.62,3.68
2129,-1.33,-2.67
2130,-2.90,-3.13
2131,-2.22,0.41
2132,1.72,2.34
2133,-0.11,1.39
2134,0.27,-0.60
2135,0.34,-1.41
2136,4.46,3.14
2137,-0.95,0.17
2138,-2.24,-0.28
2139,-1.52,0.52
2140,4.47,0.62
2141,-0.98,-0.78
2142,-1.85,-0.93
2143,-0.12,-4.09
2144,0.01,1.76
2145,-0.17,0.21
2146,-3.79,-1.49
2147,-3.55,0.10
2148,-0.41,-1.09
2149,-0.42,-1.41
2150,-3.88,-7.17
2151,0.46,-1.19
2152,0.49,-1.25
2153,-2.99,2.77
2154,2.82,2.18
2155,1.07,0.49
2156,1.82,-1.20
2157,-2.28,-1.00
2158,-1.22,3.85
2159,-0.66,0.70
2160,0.43,0.63
2161,-1.81,2.38
2162,-0.83,1.83
2163,-0.55,-1.60
2164,-0.64,3.44
2165,-0.28,5.64
2166,-0.59,-0.62
2167,0.29,0.76
2168,2.25,1.43
2169,-1.52,-0.75
2170,-1.23,-1.80
2171,0.95,1.67
2172,1.32,0.73
2173,-1.37,-2.44
2174,3.36,-0.80
2175,3.07,-1.15
2176,-3.84,-0.08
2177,0.20,3.17
2178,-0.83,-0.70
2179,-1.26,-1.31
2180,-1.85,-1.66
2181,-4.93,0.40
2182,0.35,0.80
2183,2.26,0.79
2184,1.11,-4.51
2185,-3.28,2.69
2186,-2.89,2.51
2187,-3.63,1.64
2188,0.18,-0.01
2189,-2.37,-0.40
2190,3.57,-1.05
2191,1.24,1.12
2192,1.18,-1.04
2193,-2.01,0.17
2194,-3.91,2.08
2195,-1.26,-1.94
2196,-0.36,1.24
2197,3.94,-1.67
2198,1.73,3.26
2199,-4.51,-0.91
2200,-3.59,1.65
2201,-3.47,-3.72
2202,-3.79,-1.88
2203,-1.88,-2.99
2204,4.26,-1.72
2205,-1.07,-1.52
2206,1.34,-2.68
2207,-4.85,1.50
2208,0.73,-1.78
2209,0.23,1.22
2210,-1.92,1.75
2211,1.92,1.74
2212,-4.87,3.18
2213,3.03,-0.10
2214,-0.72,-0.15
2215,-0.23,-1.82
2216,6.39,0.20
2217,-2.39,0.79
2218,-2.13,-1.49
2219,-1.22,-2.55
2220,3.84,1.73
2221,-1.11,-2.69
2222,5.93,-3.88
2223,0.92,-0.32
2224,-3.11,0.35
2225,-0.98,-1.10
2226,6.64,-1.62
2227,1.30,2.84
2228,-5.37,-3.11
2229,2.55,2.75
2230,3.18,-2.87
2231,1.33,-1.80
2232,-0.38,-2.33
2233,0.28,1.17
2234,-0.14,0.67
2235,3.01,1.21
2236,0.78,-0.01
2237,-3.28,-1.93
2238,2.18,-2.88
2239,-0.25,4.48
2240,-0.96,-2.04
2241,1.15,0.89
2242,1.18,4.22
2243,1.61,1.91
2244,1.85,0.12
2245,0.96,-0.05
2246,-0.43,-1.62
2247,-1.64,3.41
2248,0.56,3.52
2249,1.53,-0.97
2250,-1.04,0.60
2251,-3.95,-2.44
2252,-0.71,-1.35
2253,1.35,-0.50
2254,0.84,-0.51
2255,0.55,1.98
2256,-5.30,2.25
2257,-0.73,1.40
2258,0.64,0.28
2259,-3.71,3.54
2260,0.01,-1.28
2261,-2.41,2.44
2262,-0.30,-1.88
2263,1.26,-2.84
2264,1.38,-0.85
2265,-1.03,2.23
2266,2.12,2.38
2267,-2.98,-0.01
2268,0.40,-0.32
2269,-2.87,0.87
2270,-1.00,-2.93
2271,2.55,0.21
2272,2.38,1.52
2273,1.12,-2.14
2274,-0.83,-0.28
2275,-1.59,0.74
2276,4.13,-0.81
2277,1.99,-4.00
2278,-1.72,-2.99
2279,-1.45,-0.92
2280,-3.16,-2.90
2281,-0.42,4.59
2282,-0.89,-2.17
2283,-1.54,0.38
2284,1.67,0.63
2285,2.09,1.30
2286,-2.86,-2.30
2287,-2.88,-2.97
2288,-1.08,0.26
2289,2.07,-2.95
2290,-0.09,-1.59
2291,0.47,1.89
2292,-2.71,0.31
2293,3.57,-1.39
2294,-1.07,-0.93
2295,0.10,3.46
2296,-1.07,-5.07
2297,4.34,0.39
2298,1.84,-0.70
2299,0.23,-1.05
2300,-0.31,-0.24
2301,-3.04,0.06
2302,1.23,2.46
2303,-4.19,-1.13
2304,4.88,1.41
2305,-2.64,2.69
2306,-1.51,1.80
2307,-3.36,-0.11
2308,-0.97,-0.81
2309,-1.84,-0.90
2310,4.05,-2.72
2311,0.94,-0.94
2312,-3.83,-3.34
2313,0.58,1.46
2314,1.03,3.58
2315,2.64,-2.35
2316,0.79,-1.00
2317,-0.40,-1.42
2318,-4.15,-2.78
2319,1.89,-3.31
2320,-0.74,-0.67
2321,1.41,0.25
2322,0.14,2.41
2323,-0.36,-1.50
2324,-0.45,-3.63
2325,0.32,1.79
2326,-1.05,1.91
2327,-2.16,1.93
2328,4.41,1.71
2329,-3.64,0.11
2330,1.87,2.47
2331,0.86,0.73
2332,-0.33,2.63
2333,-1.20,0.83
2334,0.29,2.42
2335,1.99,0.34
2336,3.38,1.55
2337,-2.55,-3.04
2338,-1.48,0.93
2339,-1.45,3.23
2340,-0.22,1.72
2341,-4.72,-0.92
2342,-2.71,2.56
2343,-0.06,-2.04
2344,-1.27,-2.21
2345,-1.41,-1.41
2346,-2.54,2.87
2347,1.89,0.41
2348,-4.10,-1.83
2349,-0.48,-3.11
2350,-0.17,-0.07
2351,-2.35,2.41
2352,3.14,-0.11
2353,1.58,-1.67
2354,-0.01,3.66
2355,0.45,0.66
2356,0.24,-0.44
2357,4.76,0.21
2358,0.77,-0.92
2359,-0.03,-0.47
2360,4.93,-1.39
2361,-0.15,3.70
2362,1.74,1.40
2363,0.54,-3.09
2364,-0.33,-3.68
2365,-1.94,1.44
2366,2.15,-2.12
2367,2.70,-0.22
2368,-1.09,0.63
2369,0.05,4.00
2370,0.49,-0.47
2371,3.63,2.68
2372,-0.55,0.37
2373,2.50,3.16
2374,-3.12,1.35
2375,0.99,-1.07
2376,2.01,-1.61
2377,-0.12,-2.75
2378,2.81,-2.80
2379,0.73,2.46
2380,0.14,1.90
2381,3.08,-0.96
2382,2.13,3.54
2383,4.47,-3.67
2384,-1.02,1.65
2385,-1.84,2.27
2386,-1.02,-0.16
2387,2.36,-3.76
2388,-1.68,0.55
2389,0.98,2.21
2390,-1.64,2.33
2391,-1.75,-1.53
2392,-0.22,0.02
2393,-1.18,3.12
2394,-0.79,0.60
2395,-2.70,-0.45
2396,1.92,-0.44
2397,2.68,-2.45
2398,0.88,-0.83
2399,3.53,1.41
2400,-0.20,-1.14
2401,0.58,0.70
2402,0.88,0.75
2403,2.75,3.00
2404,-1.51,-1.42
2405,0.64,0.97
2406,-3.58,-0.19
2407,2.49,1.44
2408,-0.67,-0.42
2409,-2.79,4.75
2410,-2.03,0.54
2411,0.80,1.17
2412,3.02,-0.57
2413,-2.32,-1.65
